"","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band7","ndvi","evi","savi","sr","ndsvi","greenness","brightness","wetness","total_shrubs","elevation","slope","folded_aspect","tpi","tri","roughness","flowdir","ds"
"2611",1461,1837,2168,2409,2467,2300,0.0526545772339961,0.135074543212644,0.0789732386673949,1.11116236162362,0.0645091693635383,-241.0804,4943.2978,1747.7576,20,1720,0.0333209969103336,44.9999999999999,0,0.75,2,64,"vegbank"
"2612",1708,2207,2584,3134,3723,3564,0.0961874781392095,0.235889517927603,0.144268601906094,1.21284829721362,0.180592991913747,-197.1051,6477.1004,2157.5793,30,1837,0.00589248817414045,44.2146018147469,0.125,0.125,1,128,"vegbank"
"2613",1286,1757,2099,2560,3003,2837,0.098948272161408,0.209165154264973,0.148406481382123,1.21962839447356,0.17718541748334,-114.0803,5213.9723,1765.491,30,1883,0.0166651234030724,40.2876110076904,0.375,0.375,1,16,"vegbank"
"2614",1386,1963,2240,2858,3438,3163,0.121224009415457,0.261686991869919,0.181818181818182,1.27589285714286,0.210989785135611,-68.1917000000001,5779.9991,1998.4206,0,1878,8.88178419700125e-16,43.4292036294937,0,0,0,128,"vegbank"
"2615",1081,1455,1712,2402,3055,2779,0.167719980554205,0.377668308702791,0.25154939846883,1.40303738317757,0.281728550451017,77.8060000000001,4744.92,1623.5901,45,1975,0.0131753943860531,39.9658603668213,-0.25,0.25,1,128,"vegbank"
"2616",1066,1522,1850,2464,2913,2645,0.142327306444135,0.275583482944345,0.213466218565303,1.33189189189189,0.223178668906152,61.8100000000003,4806.3185,1674.5641,35,1996,0.0474716164171696,40.0213589668274,-0.375,1.125,3,16,"vegbank"
"2617",1532,2070,2278,3011,3136,2891,0.138589525430138,0.353082851637765,0.207864637489366,1.32177348551361,0.158478019948282,20.2447999999999,5806.1596,2021.4437,20,1438,0.0503035522997379,41.4317798614502,-0.625,1.125,4,4,"vegbank"
"2618",1532,2070,2278,3011,3136,2891,0.138589525430138,0.353082851637765,0.207864637489366,1.32177348551361,0.158478019948282,20.2447999999999,5806.1596,2021.4437,45,1438,0.0503035522997379,41.4317798614502,-0.625,1.125,4,4,"vegbank"
"2619",1749,2242,2504,3208,3617,3117,0.123249299719888,0.344052389795719,0.184857768052516,1.28115015974441,0.181833033818004,-50.7008999999999,6362.2626,2353.8526,25,1570,0.112105131149292,41.8954274654388,-1.25,2.5,10,8,"vegbank"
"2620",1124,1591,1799,2441,2810,2201,0.151415094339623,0.333957553058677,0.227095861337106,1.35686492495831,0.219353438923845,104.1447,4671.051,1871.9874,25,1725,0.315340667963028,40.7798223495483,-8.375,10.375,36,16,"vegbank"
"2621",1264,1588,1768,2240,2856,2559,0.117764471057884,0.350252300385871,0.176624672570787,1.26696832579186,0.235294117647059,-113.5078,4662.7049,1646.7409,0,1507,0.106316350400448,39.6128702163696,-0.375,2.375,9,32,"vegbank"
"2622",1707,2241,2473,3466,3222,2689,0.167199865297188,0.45115856428896,0.250778685074501,1.40153659522847,0.131518876207199,238.2708,6262.2932,2376.4647,0,1488,0.0131753943860531,41.5366568565369,-0.25,0.25,1,32,"vegbank"
"2623",1369,1837,2087,2717,3441,3255,0.131140716069942,0.316742081447964,0.1966906025601,1.30186871106852,0.24493487698987,-79.7135999999996,5580.7947,1848.3235,40,1886,0.0300372242927551,41.2704048156738,0.5,0.75,3,8,"vegbank"
"2624",1541,2104,2417,3004,3201,3015,0.108282604685482,0.24665938314144,0.162408927418611,1.24286305337195,0.139551441794233,-82.8405,5943.7636,2039.088,45,1634,0.0166651234030724,40.2876110076904,-0.375,0.375,1,64,"vegbank"
"2625",1541,2104,2417,3004,3201,3015,0.108282604685482,0.24665938314144,0.162408927418611,1.24286305337195,0.139551441794233,-82.8405,5943.7636,2039.088,40,1634,0.0166651234030724,40.2876110076904,-0.375,0.375,1,64,"vegbank"
"2626",1593,2140,2474,3104,3522,3341,0.112943707422015,0.262434391402149,0.169400376445281,1.25464834276475,0.174783188792528,-97.1237000000002,6233.611,2100.9422,0,1609,0.0166651234030724,41.8584072589874,-0.375,0.375,1,1,"vegbank"
"2627",1347,1801,2088,2685,2914,2636,0.125078566939032,0.291988653037269,0.187598198386928,1.28591954022989,0.165133946421431,-2.53799999999967,5236.322,1855.0352,30,1800,0.0428721718490124,39.7805123329163,0.5,1,4,32,"vegbank"
"2628",1330,1837,2117,2619,2892,2669,0.105996621621622,0.234711052926875,0.15897814842183,1.2371280113368,0.154721501297664,-81.4501000000001,5226.6738,1825.1178,40,1671,0.0736997947096825,44.7139485478401,1.125,1.875,6,64,"vegbank"
"2629",777,1125,1210,2264,2248,1799,0.303396660909614,0.71264367816092,0.455029500647575,1.87107438016529,0.300173510699827,499.2256,3711.2674,1419.0413,10,2820,0.178361773490906,41.2704048156738,0.625,4.625,18,8,"vegbank"
"2630",745,1023,1127,2032,2883,2153,0.286483064260842,0.705378020265004,0.42965659123279,1.80301685891748,0.437905236907731,338.7918,3763.178,1550.6141,5,2697,0.154330879449844,39.9319753646851,-0.125,3.625,12,16,"vegbank"
"2631",1023,1253,1511,2058,2353,1889,0.153264219669375,0.396089790007241,0.229864126628379,1.36201191264064,0.217908902691511,98.6382,3916.2844,1529.6749,40,3034,0.212524875998497,43.2545315027237,-4.25,6.75,27,128,"vegbank"
"2632",1023,1253,1511,2058,2353,1889,0.153264219669375,0.396089790007241,0.229864126628379,1.36201191264064,0.217908902691511,98.6382,3916.2844,1529.6749,10,3034,0.212524875998497,43.2545315027237,-4.25,6.75,27,128,"vegbank"
"2633",769,1050,1231,1924,2417,2079,0.219651347068146,0.488923380838154,0.329424813817145,1.56295694557271,0.325109649122807,200.8749,3612.134,1299.9194,40,2695,0.0883539170026779,39.4356446266174,-0.25,2,9,32,"vegbank"
"2634",738,1017,1121,1924,2529,2079,0.263711001642036,0.644255455712452,0.395501559678214,1.71632471008029,0.385753424657534,269.4433,3566.3041,1334.3788,10,2732,0.136208713054657,44.6590210497379,-1.375,3.375,12,64,"vegbank"
"2635",757,984,1066,1858,2642,2014,0.270861833105335,0.768186226964113,0.4062232860318,1.74296435272045,0.425026968716289,259.8549,3508.5235,1417.3429,40,2855,0.0670846626162529,40.1632561683655,-0.625,1.625,5,8,"vegbank"
"2636",737,1055,1098,1901,2452,1961,0.267755918639547,0.677637130801688,0.401566927821304,1.73132969034608,0.381408450704225,269.025,3504.7605,1350.9063,45,3145,0.432007104158401,40.1789498329163,2.875,10.625,32,16,"vegbank"
"2637",741,1018,1149,1793,2370,2078,0.218898708361659,0.5142948410797,0.328292268479184,1.56048738033072,0.346973572037511,150.9641,3457.691,1214.8751,50,3018,0.293255060911179,39.799277305603,-0.5,7.25,23,32,"vegbank"
"2638",742,984,1149,1662,2574,2206,0.182497331910352,0.428643048128342,0.273697314600747,1.44647519582245,0.382755842062853,37.9064000000002,3461.759,1247.801,30,3148,0.0542733334004879,40.3643827438354,0.25,1.25,4,16,"vegbank"
"2639",757,1056,1210,1870,2729,2320,0.214285714285714,0.477776169103808,0.321376399935075,1.54545454545455,0.385630870779386,133.8063,3722.5465,1350.7525,45,3112,0.190067604184151,44.691947221756,-1,4.5,15,64,"vegbank"
"2640",1320,1828,2212,2411,2983,2625,0.0430456413584253,0.0860131396957123,0.0645614793987239,1.08996383363472,0.148411934552454,-282.9544,5172.249,1908.1119,35,1412,0.00589248817414045,44.2146018147469,0.125,0.125,1,128,"vegbank"
"2641",1187,1588,1905,2213,2393,2270,0.0747935891209325,0.16239586628704,0.112176763384727,1.16167979002625,0.113541181945091,-148.5017,4495.954,1543.9413,35,1428,0.0131753943860531,44.6782494485378,-0.25,0.5,2,64,"vegbank"
"2642",1236,1758,2266,2639,3503,2753,0.0760448521916412,0.133864484639678,0.114055651819386,1.16460723742277,0.214421910209742,-113.7726,5478.6326,2220.1297,30,1470,0.177988275885582,42.0921504497528,0.75,4.25,14,2,"vegbank"
"2643",1567,2166,2599,2934,3798,3460,0.0605458160130128,0.123588873312182,0.0908105177554893,1.12889572912659,0.187431608566516,-314.0925,6324.1911,2232.2033,25,1411,0,43.4292036294937,0,0,0,64,"vegbank"
"2644",1537,1999,2434,2738,3345,2882,0.0587780355761794,0.130685237726765,0.0881585306911551,1.12489728841413,0.157639730057103,-252.931,5770.3233,2159.8706,30,1426,0.0242908541113138,42.3988268375397,-0.375,0.625,2,2,"vegbank"
"2645",1191,1664,1937,2248,2960,2624,0.0743130227001195,0.157436468563329,0.111456217895114,1.16055756324213,0.208903410251174,-209.6411,4824.7993,1744.5739,30,1490,0.0372505597770214,43.8928512334824,-0.125,0.875,3,128,"vegbank"
"2646",1288,1732,2048,2346,3119,2721,0.0678197542102868,0.149748743718593,0.101718056661736,1.1455078125,0.207276949874202,-235.3092,5062.4797,1860.3837,20,1503,0.0294542610645294,44.2146018147469,-0.375,0.625,3,128,"vegbank"
"2647",1538,2135,2600,2903,3437,3076,0.0550608758858804,0.108695652173913,0.0825838103025348,1.11653846153846,0.1386450223621,-270.3581,6086.9203,2209.2825,35,1447,0.0212427191436291,42.055802822113,0.25,0.5,2,4,"vegbank"
"2648",1455,2012,2307,2520,2516,2312,0.0441267868241144,0.0976974589487203,0.0661833247022268,1.09232769830949,0.0433340244660999,-271.6251,5173.4169,1869.7659,15,1695,0.0294542610645294,41.0730092525482,-0.625,0.875,3,8,"vegbank"
"2649",1681,2316,2640,2882,2926,2668,0.0438247011952191,0.0989289510260813,0.0657311000452694,1.09166666666667,0.0513833992094862,-321.8203,5947.8361,2160.8883,0,1647,0.0176758281886578,41.0730092525482,-0.375,0.375,1,16,"vegbank"
"2650",1681,2316,2640,2882,2926,2668,0.0438247011952191,0.0989289510260813,0.0657311000452694,1.09166666666667,0.0513833992094862,-321.8203,5947.8361,2160.8883,25,1647,0.0176758281886578,41.0730092525482,-0.375,0.375,1,16,"vegbank"
"2651",1761,2413,2911,3302,3623,3467,0.0629325607596974,0.129273292336177,0.094391244870041,1.13431810374442,0.108968472604836,-277.616,6797.0876,2320.2933,20,1722,0.0300372242927551,41.2704048156738,0.5,0.75,3,8,"vegbank"
"2652",1645,2275,2631,3232,3529,3174,0.102507248848712,0.224874653895083,0.153747761575851,1.22843025465602,0.145779220779221,-95.1980000000001,6424.3059,2305.7528,10,1651,0.0166651234030724,41.8584072589874,-0.375,0.375,1,16,"vegbank"
"2653",1597,2144,2554,2878,2990,2889,0.0596465390279823,0.130110031322785,0.0894615738610216,1.12685982772122,0.0786435786435786,-252.5557,5880.2444,2004.7158,25,1620,0,43.4292036294937,0,0,0,128,"vegbank"
"2654",1659,2246,2610,2912,3036,2859,0.054690329590728,0.123154718212218,0.0820280669986419,1.11570881226054,0.075451647183847,-287.5353,5993.2378,2099.7084,0,1612,1.77635683940025e-15,40.2876110076904,0,0,0,128,"vegbank"
"2655",1824,2383,2807,3079,3448,3345,0.0462113489636425,0.108939442486383,0.0693111356493672,1.09690060562879,0.102478017585931,-387.4001,6529.244,2203.8326,10,1635,0,43.4292036294937,0,0,0,128,"vegbank"
"2656",1727,2316,2697,3014,3245,3056,0.0555069164769743,0.126911682280407,0.0832530858793662,1.11753800519095,0.0922248401211713,-308.5509,6253.5139,2181.1417,5,1637,0,43.4292036294937,0,0,0,32,"vegbank"
"2657",1859,2419,2863,3179,3268,3024,0.0523005627275736,0.123139272075442,0.078444352503103,1.11037373384562,0.0660577393573642,-305.0088,6509.5494,2319.1128,20,1680,0.0242908541113138,42.8887841701508,-0.375,0.625,2,2,"vegbank"
"2658",1688,2220,2646,3020,3250,3093,0.0660077656194846,0.149911816578483,0.0990029118503485,1.14134542705971,0.102442333785617,-250.6586,6190.9847,2126.4475,25,1652,0.0235658623278141,39.5022130012512,0.25,0.5,2,64,"vegbank"
"2659",1798,2423,2925,3349,4048,3708,0.0675804909148868,0.142953472690492,0.101362658379154,1.14495726495727,0.16104976337301,-290.7193,7031.7933,2477.3425,25,1615,0.0235658623278141,44.2146018147469,0.25,0.5,2,1,"vegbank"
"2660",1959,2659,3089,3512,4183,3901,0.0640811998182094,0.143789516622476,0.0961145194274029,1.13693752023309,0.1504400440044,-362.4324,7433.6082,2580.9419,20,1620,0.0186317432671785,43.8928512334824,0.125,0.375,2,1,"vegbank"
"2661",1956,2692,3172,3544,4205,3836,0.0553901131625968,0.117617301125585,0.0830789845901883,1.11727616645649,0.140029822421038,-377.395,7502.8404,2673.0458,25,1625,0.0358276851475239,42.8089542388916,0.25,0.75,3,2,"vegbank"
"2662",1859,2455,2923,3249,4001,3642,0.0528191834089436,0.119056314367102,0.0792223572296476,1.11152925076976,0.155690352397458,-378.3974,6969.1638,2477.502,25,1647,0.0294542610645294,43.2873066663742,0.125,0.625,2,1,"vegbank"
"2663",1879,2526,3008,3382,4162,3871,0.058528951486698,0.127410233698985,0.087786558172287,1.12433510638298,0.16094839609484,-371.0365,7229.116,2509.7288,10,1604,0.0212427191436291,43.6265991926193,-0.25,0.5,2,128,"vegbank"
"2664",1926,2661,3147,3516,4050,3775,0.0553804592525889,0.115979381443299,0.0830644556164178,1.11725452812202,0.125468945393914,-364.9545,7391.4665,2585.3894,10,1560,0.00589248817414045,44.2146018147469,-0.125,0.125,1,128,"vegbank"
"2665",1893,2628,3038,3384,3914,3647,0.0538772967922765,0.116647562537927,0.0808096535616972,1.11389071757735,0.126006904487917,-382.9077,7163.0456,2508.4616,15,1548,0.0186317432671785,44.5363523960114,-0.5,0.5,1,128,"vegbank"
"2666",1531,2140,2521,2971,3463,3046,0.0819373634377276,0.170055173456277,0.122894856622667,1.17850059500198,0.157419786096257,-173.3317,6084.1818,2232.4285,35,1579,0.0176758281886578,44.2146018147469,-0.625,0.625,1,1,"vegbank"
"2667",1287,1802,2162,2580,3600,3047,0.0881484605651624,0.177103635285145,0.132208750658935,1.19333950046253,0.249566122874002,-172.3769,5514.0366,2075.3768,35,1761,0.133570894598961,41.7340524196625,-0.5,3,10,4,"vegbank"
"2668",1234,1739,2026,2679,3216,2791,0.138788522848034,0.292510302813116,0.208160663053873,1.32230997038499,0.227012590614269,36.5279000000001,5279.8044,1929.6084,60,1852,0.13280713558197,41.9208261966705,0.375,3.125,9,4,"vegbank"
"2669",912,1340,1558,2287,2740,2277,0.189596879063719,0.380004170141785,0.284358340917956,1.46790757381258,0.275011633317822,194.515,4297.4686,1621.2061,50,2098,0.0748598501086235,40.2876110076904,-1.75,2.25,5,16,"vegbank"
"2670",912,1340,1558,2287,2740,2277,0.189596879063719,0.380004170141785,0.284358340917956,1.46790757381258,0.275011633317822,194.515,4297.4686,1621.2061,25,2098,0.0748598501086235,40.2876110076904,-1.75,2.25,5,16,"vegbank"
"2671",1025,1409,1586,2124,2582,2180,0.145013477088949,0.340204881750348,0.21749090419081,1.33921815889029,0.238963531669866,27.7074000000001,4199.4353,1573.1364,10,1947,0.113917402923107,43.6123144626617,0.375,2.625,8,1,"vegbank"
"2672",1249,1714,1948,2422,3107,2731,0.108466819221968,0.249815537050701,0.162681615375815,1.24332648870637,0.229277942631058,-115.7477,5033.9734,1822.3356,70,1933,0.0506463386118412,40.4527597427368,-0.5,1.25,3,16,"vegbank"
"2673",1292,1776,2061,2724,3093,2674,0.138557993730408,0.306887613404925,0.207815275310835,1.3216885007278,0.20023282887078,52.1548000000002,5286.8366,1944.7046,0,1556,0.00589248817414045,39.5022130012512,-0.125,0.125,1,16,"vegbank"
"2674",1535,2118,2397,2956,3253,2999,0.104427423874463,0.239852398523985,0.156626506024096,1.23320817688778,0.151504424778761,-111.7453,5922.3142,2073.0388,40,1535,0.0166651234030724,40.2876110076904,-0.375,0.375,1,32,"vegbank"
"2675",1488,2015,2312,2691,3207,2998,0.075754547271637,0.175333086602517,0.113620465674028,1.16392733564014,0.162167059249864,-243.5111,5656.1935,1951.4373,35,1585,0.0300372242927551,39.6996083259583,-0.5,0.75,3,32,"vegbank"
"2676",1166,1634,1884,2184,2667,2497,0.0737463126843658,0.158094435075885,0.110605874400885,1.15923566878981,0.172050098879367,-203.5368,4620.4169,1589.2497,25,1549,0.0395079031586647,39.038565158844,-0.25,1,3,64,"vegbank"
"2677",1463,2077,2411,2773,3415,3076,0.0698302469135803,0.144395692062226,0.104735268589064,1.15014516798009,0.172330930312393,-251.9572,5861.572,2100.8752,30,1653,0.0294542610645294,44.8581029474735,0.125,0.625,2,64,"vegbank"
"2678",1114,1571,1940,2575,3186,2720,0.140642303433001,0.270858215321617,0.21094009522755,1.32731958762887,0.243074522044479,73.2401000000002,5052.4979,1871.5767,45,2086,0.0940030366182327,39.5022130012512,0.5,2,8,32,"vegbank"
"2679",1308,1869,2269,2673,2846,2495,0.0817482800485633,0.155912318616857,0.122610015174507,1.17805200528867,0.112805474095797,-93.9138999999999,5296.0084,1961.639,35,2087,0.355133295059204,41.8471717834473,0.625,8.875,24,4,"vegbank"
"2680",1308,1869,2269,2673,2846,2495,0.0817482800485633,0.155912318616857,0.122610015174507,1.17805200528867,0.112805474095797,-93.9138999999999,5296.0084,1961.639,15,2087,0.355133295059204,41.8471717834473,0.625,8.875,24,4,"vegbank"
"2681",1552,2200,2653,3064,3706,3170,0.0718908518453734,0.139929184257116,0.107826847398338,1.1549189596683,0.165592074225507,-202.780599999999,6344.1986,2390.6208,35,1421,0.00589248817414045,44.2146018147469,-0.125,0.125,1,128,"vegbank"
"2682",1478,2034,2489,2803,3413,3042,0.0593348450491308,0.11799188336089,0.0889938592347662,1.12615508236239,0.156557099288377,-251.9892,5898.6123,2141.0444,35,1500,0.0294542610645294,44.2146018147469,0.375,0.625,3,128,"vegbank"
"2683",1650,2343,2824,3232,4163,3688,0.0673712021136063,0.130735708792617,0.101048460331875,1.14447592067989,0.19164162015171,-284.5925,6876.6508,2497.0195,20,1591,0.0333209969103336,45,0,0.75,2,64,"vegbank"
"2684",1101,1568,1775,2087,2783,2531,0.0807871569135163,0.174087713424841,0.121165048543689,1.17577464788732,0.221149627029399,-202.6425,4507.8639,1582.769,20,1602,0.0166651234030724,43.4292036294937,-0.375,0.375,1,128,"vegbank"
"2685",1232,1738,2052,2350,2874,2660,0.0676965015901863,0.137377835146598,0.101533219761499,1.14522417153996,0.166869671132765,-218.0498,4967.4534,1732.2286,25,1602,0.0166651234030724,43.4292036294937,-0.375,0.375,1,1,"vegbank"
"2686",1549,2066,2408,2873,3485,2982,0.0880515053967052,0.203786484354457,0.132064754331156,1.19310631229236,0.182759205837434,-168.1555,5930.5406,2221.4371,30,1455,0.0835539847612381,40.387279510498,-0.5,2,5,16,"vegbank"
"2687",1622,2136,2546,2870,3007,2658,0.0598227474150665,0.135406218655968,0.0897258377180836,1.12725844461901,0.0830181883666487,-223.3068,5825.125,2152.8178,20,1355,0.1807691603899,41.0407621860504,-0.5,4,15,8,"vegbank"
"2688",1650,2310,2741,3100,3731,3334,0.061462078411231,0.125139431121026,0.0921852263973295,1.13097409704487,0.152966625463535,-288.0436,6524.816,2365.8022,30,1640,0.0300372242927551,40.8756136894226,-1.25,1.25,3,16,"vegbank"
"2689",1633,2174,2492,2839,3438,3076,0.0650909773025699,0.156461358102624,0.097627309387602,1.1392455858748,0.159527824620573,-294.1093,6026.4558,2177.1343,30,1738,0.0647275745868683,42.6438055038452,-0.625,1.625,5,2,"vegbank"
"2690",1629,2308,2686,3067,3709,3269,0.0662263167043282,0.136725758989449,0.0993308420961154,1.14184661206255,0.159968725566849,-273.7839,6448.5245,2367.1506,25,1744,0.079110786318779,41.8058242797852,-0.375,1.875,6,4,"vegbank"
"2691",1756,2442,2741,3231,4004,3334,0.0820495646349632,0.188229870928089,0.123064043532859,1.17876687340387,0.187249814677539,-238.1776,6761.8497,2602.5036,20,1762,0.138183042407036,43.2788321971893,-2.625,4.125,13,2,"vegbank"
"2692",1148,1573,1859,2217,2802,2464,0.0878312070657507,0.187946241075178,0.131730651294002,1.19257665411512,0.202317099334907,-140.1197,4631.0851,1685.9005,25,1799,0.0784551426768303,39.7290115356445,0.375,1.875,8,32,"vegbank"
"2693",1243,1869,2186,2999,3502,2688,0.156798457087753,0.299183042614264,0.235175007231704,1.37191216834401,0.231364275668073,188.5252,5673.4186,2314.3792,30,2299,0.081890270113945,43.8474279642105,2.625,3.875,16,128,"vegbank"
"2694",1031,1462,1743,2280,2982,2624,0.133482475764355,0.268151403175871,0.200198831862806,1.30808950086059,0.262222222222222,-5.91729999999978,4626.1981,1658.6049,20,2265,0.0506463386118412,40.4527597427368,0.375,1.125,4,16,"vegbank"
"2695",1338,1860,2181,2506,2685,2429,0.0693407296778323,0.146185678301547,0.104,1.14901421366346,0.103575832305795,-175.8532,5088.4131,1837.5905,15,1256,0.0131753943860531,39.9658603668213,-0.75,0.75,2,8,"vegbank"
"2696",1346,1806,2052,2547,2805,2435,0.107632093933464,0.259706190975866,0.161430590281552,1.24122807017544,0.1550339715874,-66.5539999999997,5058.7426,1871.4553,30,1760,0.100011833012104,43.3460624217987,0.125,2.375,8,1,"vegbank"
